date,korea,other,whole,KOSPI
20130405,0.641,0.359,221264,1927.23
20130408,0.631,0.369,597121,1918.69
20130409,0.692,0.308,171540,1920.74
20130410,0.708,0.292,170473,1935.58
20130411,0.828,0.172,214470,1949.8
20130412,0.557,0.443,260458,1924.23
20130415,0.55,0.45,611188,1920.45
20130416,0.586,0.414,189323,1922.21
20130417,0.581,0.419,176328,1923.84
20130418,0.565,0.435,177157,1900.06
20130419,0.515,0.485,194589,1906.75
20130422,0.502,0.498,404770,1926.31
20130423,0.512,0.488,146852,1918.63
20130424,0.513,0.487,166897,1935.31
20130425,0.503,0.497,171182,1951.6
20130426,0.087,0.913,513479,1944.56
20130429,0.073,0.927,1003789,1940.7
20130430,0.115,0.885,360191,1963.95
20130502,0.171,0.829,730709,1957.21
20130503,0.191,0.809,307816,1965.71
20130506,0.148,0.852,996124,1961.48
20130507,0.221,0.779,253203,1954.35
20130508,0.283,0.717,197467,1956.45
20130509,0.334,0.666,215010,1979.45
20130510,0.445,0.555,240532,1944.75
20130513,0.338,0.662,686913,1948.7
20130514,0.455,0.545,177552,1968.83
20130515,0.486,0.514,169433,1971.26
20130516,0.477,0.523,241735,1986.81
20130520,0.421,0.579,789293,1982.43
20130521,0.502,0.498,230126,1981.09
20130522,0.51,0.49,218523,1993.83
20130523,0.337,0.663,271661,1969.19
20130524,0.313,0.687,273560,1973.45
20130527,0.291,0.709,736655,1979.97
20130528,0.343,0.657,255367,1986.22
20130529,0.333,0.667,253617,2001.2
20130530,0.301,0.699,249778,2000.1
20130531,0.189,0.811,305530,2001.05
20130603,0.179,0.821,681104,1989.57
20130604,0.207,0.793,185473,1989.51
20130605,0.209,0.791,173659,1959.19
20130607,0.742,0.258,1447293,1923.85
20130610,0.773,0.227,1025107,1932.7
20130611,0.765,0.235,302111,1920.68
20130612,0.742,0.258,273075,1909.91
20130613,0.721,0.279,300214,1882.73
20130614,0.439,0.561,371614,1889.24
20130617,0.465,0.535,854820,1883.1
20130618,0.46,0.54,252305,1900.62
20130619,0.474,0.526,248199,1888.31
20130620,0.468,0.532,265664,1850.49
20130621,0.252,0.748,425168,1822.83
20130624,0.232,0.768,894112,1799.01
20130625,0.243,0.757,342511,1780.63
20130626,0.245,0.755,320488,1783.45
20130627,0.221,0.779,333834,1834.7
20130628,0.338,0.662,375941,1863.32
20130702,0.317,0.683,302604,1855.02
20130703,0.321,0.679,293877,1824.66
20130704,0.648,0.352,434449,1839.14
20130705,0.628,0.372,433744,1833.31
20130708,0.621,0.379,982015,1816.85
20130709,0.664,0.336,335229,1830.35
20130710,0.676,0.324,376269,1824.16
20130711,0.664,0.336,384946,1877.6
20130712,0.407,0.593,479942,1869.98
20130715,0.412,0.588,1068972,1875.16
20130716,0.45,0.55,332124,1866.36
20130717,0.462,0.538,311657,1887.49
20130718,0.626,0.374,358357,1875.48
20130719,0.436,0.564,418547,1871.41
20130722,0.423,0.577,1029507,1880.35
20130723,0.382,0.618,370783,1904.15
20130724,0.39,0.61,362752,1912.08
20130725,0.324,0.677,375145,1909.61
20130726,0.222,0.778,475565,1910.81
20130729,0.276,0.724,1012959,1899.89
20130730,0.259,0.741,547185,1917.05
20130731,0.259,0.741,527828,1914.03
20130902,0.389,0.611,860567,1924.81
20130903,0.426,0.574,253795,1933.74
20130904,0.414,0.586,252309,1933.03
20130905,0.387,0.613,228148,1951.65
20130906,0.672,0.328,285649,1955.31
20130909,0.625,0.375,704412,1974.67
20130910,0.678,0.322,197673,1994.06
20130911,0.683,0.317,182919,2003.85
20130912,0.932,0.068,478420,2004.06
20130913,0.836,0.164,452782,1994.32
20130916,0.734,0.266,1136579,2013.37
20130917,0.814,0.186,365207,2005.58
20130923,0.617,0.383,1157513,2009.41
20130924,0.607,0.393,337883,2007.1
20130925,0.654,0.346,321385,1998.06
20130926,0.629,0.371,307395,2007.32
20130927,0.568,0.432,277351,2011.8
20130930,0.509,0.491,703100,1996.96
20131002,0.559,0.441,213835,1999.47
20131004,0.688,0.312,856977,1996.98
20131007,0.731,0.269,603119,1994.42
20131008,0.76,0.24,212247,2002.76
20131010,0.826,0.174,895820,2001.4
20131011,0.88,0.12,273488,2024.9
20131014,0.859,0.141,616640,2020.27
20131015,0.881,0.119,221168,2040.96
20131016,0.866,0.134,237302,2034.61
20131017,0.868,0.132,224179,2040.61
20131018,0.593,0.407,317244,2052.4
20131021,0.546,0.454,667228,2053.01
20131022,0.56,0.44,232625,2056.12
20131023,0.56,0.44,227157,2035.75
20131024,0.496,0.505,237439,2046.69
20131025,0.686,0.314,315712,2034.39
20131028,0.606,0.394,695387,2048.14
20131029,0.635,0.365,241756,2051.76
20131030,0.626,0.374,245116,2059.58
20131031,0.474,0.526,346007,2030.09
20131104,0.358,0.642,741170,2025.17
20131105,0.424,0.576,207240,2013.93
20131106,0.418,0.582,204207,2013.67
20131107,0.589,0.411,330254,2004.04
20131108,0.552,0.448,384868,1984.87
20131111,0.387,0.613,659542,1977.3
20131112,0.445,0.555,235174,1995.48
20131113,0.456,0.544,204802,1963.56
20131114,0.428,0.572,202699,1967.56
20131115,0.808,0.192,491218,2005.64
20131118,0.707,0.293,787123,2010.81
20131119,0.75,0.25,309150,2031.64
20131120,0.719,0.281,286800,2017.24
20131121,0.693,0.307,276752,1993.78
20131122,0.591,0.409,325839,2006.23
20131125,0.495,0.505,715837,2015.98
20131126,0.592,0.408,258286,2022.64
20131127,0.582,0.418,258425,2028.81
20131128,0.608,0.392,247541,2045.77
20131129,0.689,0.311,298559,2044.87
20131202,0.583,0.417,638762,2030.78
20131203,0.669,0.331,211749,2009.36
20131204,0.678,0.322,211098,1986.8
20131205,0.661,0.339,214003,1984.77
20131206,0.349,0.651,277122,1980.41
20131209,0.254,0.746,630495,2000.38
20131210,0.319,0.681,242565,1993.45
20131211,0.292,0.708,265800,1977.97
20131212,0.451,0.549,308946,1967.93
20131213,0.322,0.678,407482,1962.91
20131216,0.288,0.712,895312,1961.15
20131217,0.348,0.652,312559,1965.74
20131218,0.359,0.641,337410,1974.63
20131219,0.558,0.442,432274,1975.65
20131220,0.654,0.346,521237,1983.35
20131223,0.609,0.391,1183679,1996.89
20131224,0.679,0.321,514825,2001.59
20131226,0.661,0.339,1897788,1999.3
20131227,0.767,0.233,643681,2002.28
20131230,0.741,0.259,1271900,2011.34
20140102,0.635,0.365,615783,1967.19
20140103,0.632,0.368,621422,1946.14
20140106,0.663,0.337,383749,1953.28
20140107,0.636,0.364,386047,1959.44
20140108,0.633,0.367,370406,1958.96
20140109,0.536,0.464,442369,1946.11
20140110,0.577,0.423,479045,1938.54
20140113,0.597,0.403,335338,1948.92
20140114,0.58,0.42,335547,1946.07
20140115,0.593,0.407,322290,1953.28
20140116,0.359,0.641,441617,1957.32
20140117,0.366,0.634,480260,1944.48
20140120,0.36,0.64,360895,1953.78
20140121,0.324,0.676,397193,1963.89
20140122,0.706,0.294,644159,1970.42
20140123,0.666,0.334,621173,1947.59
20140124,0.657,0.343,712129,1940.56
20140127,0.61,0.39,597972,1910.34
20140128,0.591,0.409,635415,1916.93
20140129,0.612,0.388,927837,1941.15
20140203,0.647,0.353,637998,1919.96
20140204,0.64,0.36,477163,1886.85
20140205,0.645,0.355,443141,1891.32
20140206,0.59,0.41,483493,1907.89
20140207,0.588,0.412,562258,1922.5
20140210,0.585,0.415,363646,1923.3
20140211,0.607,0.393,383908,1932.06
20140212,0.606,0.394,366218,1935.84
20140213,0.545,0.455,436870,1926.96
20140214,0.537,0.463,592505,1940.28
20140217,0.558,0.442,356239,1946.36
20140218,0.56,0.44,359969,1946.91
20140219,0.55,0.45,331632,1942.93
20140220,0.532,0.468,407421,1930.57
20140221,0.508,0.492,451682,1957.83
20140224,0.508,0.492,336481,1949.05
20140225,0.504,0.496,342836,1964.86
20140226,0.486,0.514,394566,1970.77
20140227,0.316,0.684,406529,1978.43
20140228,0.295,0.705,474539,1979.99
20140303,0.294,0.706,201261,1964.69
20140304,0.304,0.696,201728,1954.11
20140305,0.303,0.697,197581,1971.24
20140306,0.173,0.827,279101,1975.62
20140307,0.164,0.836,335276,1974.68
20140310,0.183,0.817,195576,1954.42
20140311,0.2,0.8,170388,1963.87
20140312,0.208,0.792,183721,1932.54
20140313,0.552,0.448,254042,1934.38
20140314,0.529,0.471,340010,1919.9
20140317,0.517,0.483,177961,1927.53
20140318,0.516,0.484,178225,1940.21
20140319,0.509,0.491,171974,1937.68
20140320,0.212,0.788,301498,1919.52
20140321,0.23,0.77,353585,1934.94
20140324,0.247,0.753,185413,1945.55
20140325,0.242,0.758,178392,1941.25
20140326,0.136,0.864,324455,1964.31
20140327,0.133,0.867,259358,1977.97
20140328,0.131,0.869,365745,1981
20140331,0.139,0.861,211989,1985.61
20140402,0.141,0.859,166907,1997.25
20140403,0.127,0.873,192568,1993.7
20140404,0.1,0.9,264387,1988.09
20140407,0.1,0.9,147541,1989.7
20140408,0.111,0.889,132983,1993.03
20140409,0.104,0.896,136250,1998.95
20140410,0.407,0.593,231896,2008.61
20140411,0.374,0.626,304011,1997.44
20140414,0.378,0.622,157658,1997.02
20140415,0.382,0.618,150849,1992.27
20140416,0.294,0.706,161667,1992.21
20140417,0.3,0.7,164490,1992.05
20140418,0.275,0.725,218021,2004.28
20140421,0.287,0.713,130691,1999.22
20140422,0.288,0.712,124689,2004.22
20140423,0.086,0.914,258101,2000.37
20140424,0.099,0.901,253547,1998.34
20140425,0.096,0.904,347222,1971.66
20140428,0.135,0.865,194730,1969.26
20140429,0.155,0.845,191916,1964.77
20140430,0.76,0.24,529313,1961.79
20140502,0.647,0.353,626265,1959.44
20140507,0.738,0.262,210153,1939.88
20140508,0.728,0.272,219454,1950.6
20140509,0.704,0.296,322580,1956.55
20140512,0.734,0.266,197779,1964.94
20140513,0.721,0.279,179435,1982.93
20140514,0.701,0.299,270416,2010.83
20140515,0.55,0.45,384525,2010.2
20140516,0.557,0.443,420444,2013.44
20140519,0.603,0.397,211170,2015.14
20140520,0.631,0.369,217973,2011.26
20140521,0.429,0.571,266471,2008.33
20140522,0.279,0.721,361156,2015.59
20140523,0.263,0.737,462383,2017.17
20140526,0.291,0.709,267941,2010.35
20140527,0.316,0.685,237220,1997.63
20140528,0.295,0.705,267621,2017.06
20140529,0.368,0.632,319364,2012.26
20140530,0.345,0.655,444790,1994.96
20140602,0.439,0.561,251014,2002
20140603,0.42,0.58,392455,2008.56
20140605,0.318,0.682,641273,1995.48
20140609,0.387,0.613,259357,1990.04
20140610,0.394,0.606,246273,2011.8
20140611,0.46,0.54,272141,2014.67
20140612,0.461,0.539,292856,2011.65
20140613,0.435,0.565,368530,1990.85
20140616,0.444,0.556,209705,1993.59
20140617,0.443,0.557,203414,2001.55
20140618,0.351,0.649,230846,1989.49
20140619,0.333,0.667,262869,1992.03
20140620,0.324,0.676,339914,1968.07
20140623,0.336,0.664,213588,1974.92
20140624,0.342,0.658,235715,1994.35
20140625,0.089,0.911,596484,1981.77
20140626,0.108,0.892,429790,1995.05
20140627,0.11,0.89,486249,1988.51
20140630,0.162,0.838,314875,2002.21
20140702,0.412,0.588,307080,2015.28
20140703,0.618,0.382,412619,2010.97
20140704,0.565,0.435,530083,2009.66
20140707,0.639,0.361,308142,2005.12
20140708,0.611,0.389,333126,2006.66
20140709,0.605,0.395,367801,2000.5
20140710,0.377,0.624,443590,2002.84
20140711,0.35,0.65,553269,1988.74
20140714,0.413,0.587,321453,1993.88
20140715,0.41,0.59,314302,2012.72
20140716,0.311,0.689,358606,2013.48
20140717,0.345,0.655,349866,2020.9
20140718,0.284,0.716,448492,2019.42
20140721,0.358,0.642,270754,2018.5
20140722,0.321,0.679,264456,2028.93
20140723,0.794,0.206,732248,2028.32
20140724,0.724,0.276,624077,2026.62
20140725,0.692,0.308,726711,2033.85
20140728,0.591,0.409,546146,2048.81
20140729,0.554,0.446,534864,2061.97
20140730,0.802,0.198,1099870,2082.61
20140731,0.717,0.283,1182016,2076.12
20140902,0.381,0.619,257808,2051.58
20140903,0.575,0.425,624333,2051.2
20140904,0.508,0.492,482131,2056.26
20140905,0.523,0.477,676694,2049.41
20140911,0.554,0.446,395987,2034.16
20140912,0.498,0.502,441908,2041.86
20140915,0.497,0.503,236251,2035.82
20140916,0.497,0.503,236219,2042.92
20140917,0.464,0.536,232417,2062.61
20140918,0.304,0.696,286793,2047.74
20140919,0.259,0.741,368823,2053.82
20140922,0.277,0.723,205726,2039.27
20140923,0.278,0.722,209789,2028.91
20140924,0.262,0.738,302986,2035.64
20140925,0.241,0.759,225895,2034.11
20140926,0.178,0.822,286002,2031.64
20140929,0.248,0.752,191054,2026.6
20140930,0.213,0.787,185098,2020.09
20141002,0.602,0.398,474283,1976.16
20141006,0.622,0.378,221841,1968.39
20141007,0.62,0.38,224571,1972.91
20141008,0.577,0.423,418856,1965.25
20141010,0.586,0.414,467186,1940.92
20141013,0.616,0.384,224517,1927.21
20141014,0.611,0.389,218278,1929.25
20141015,0.591,0.409,245508,1925.91
20141016,0.478,0.522,257440,1918.83
20141017,0.466,0.534,325723,1900.66
20141020,0.476,0.524,193637,1930.06
20141021,0.472,0.528,193849,1915.28
20141022,0.479,0.521,185575,1936.97
20141023,0.545,0.455,255049,1931.65
20141024,0.516,0.484,343853,1925.69
20141027,0.471,0.529,188238,1931.97
20141028,0.467,0.533,191227,1925.68
20141029,0.472,0.528,253478,1961.17
20141030,0.511,0.489,216883,1958.93
20141031,0.517,0.483,318551,1964.43
20141103,0.505,0.495,161439,1952.97
20141104,0.476,0.524,146573,1935.19
20141105,0.45,0.55,161429,1931.43
20141106,0.232,0.768,345138,1936.48
20141107,0.184,0.816,462542,1939.87
20141110,0.134,0.866,294347,1958.23
20141111,0.148,0.852,308275,1963
20141112,0.145,0.855,411278,1967.27
20141113,0.265,0.735,550834,1960.51
20141114,0.173,0.827,485009,1945.14
20141117,0.178,0.822,285639,1943.63
20141118,0.195,0.805,287528,1967.01
20141119,0.21,0.79,277233,1966.87
20141120,0.129,0.871,388004,1958.04
20141121,0.115,0.885,493383,1964.84
20141124,0.137,0.863,303031,1978.54
20141125,0.15,0.85,294974,1980.21
20141126,0.229,0.771,367907,1980.84
20141127,0.313,0.687,335960,1982.09
20141128,0.286,0.714,453434,1980.78
20141202,0.33,0.67,262389,1965.83
20141204,0.296,0.704,279525,1986.61
20141205,0.277,0.723,359794,1986.62
20141208,0.327,0.673,243980,1978.95
20141209,0.35,0.65,245503,1970.95
20141210,0.329,0.671,292358,1945.56
20141211,0.36,0.64,322174,1916.59
20141212,0.383,0.617,405871,1921.71
20141215,0.549,0.451,304622,1920.36
20141216,0.581,0.419,355779,1904.13
20141217,0.579,0.421,572145,1900.16
20141218,0.629,0.371,563103,1897.5
20141219,0.624,0.376,674649,1929.98
20141222,0.701,0.299,487300,1943.12
20141223,0.742,0.258,536135,1939.02
20141224,0.777,0.223,1124123,1946.61
20141226,0.765,0.235,924066,1948.16
20141229,0.77,0.23,698724,1927.86
20141230,0.755,0.245,755663,1915.59
20150102,0.632,0.368,1857190,1926.44
20150105,0.64,0.36,1271736,1915.75
20150106,0.64,0.36,496477,1882.45
20150107,0.635,0.365,509297,1883.83
20150108,0.579,0.421,461237,1904.65
20150109,0.566,0.434,475916,1924.7
20150112,0.578,0.422,1049514,1920.95
20150113,0.603,0.397,365164,1917.14
20150114,0.588,0.412,372536,1913.66
20150115,0.71,0.29,518991,1914.14
20150116,0.674,0.326,591653,1888.13
20150119,0.669,0.331,1110527,1902.62
20150120,0.679,0.321,395061,1918.31
20150121,0.664,0.336,395696,1921.23
20150122,0.68,0.32,495856,1920.82
20150123,0.626,0.374,486801,1936.09
20150126,0.586,0.414,1079270,1935.68
20150127,0.636,0.364,351871,1952.4
20150128,0.62,0.38,370408,1961.58
20150129,0.638,0.362,432777,1951.02
20150130,0.627,0.373,370687,1949.26
20150202,0.54,0.46,812497,1952.68
20150203,0.632,0.368,240517,1951.96
20150204,0.605,0.395,235733,1962.79
20150205,0.589,0.411,215168,1952.84
20150206,0.617,0.383,294990,1955.52
20150209,0.579,0.421,728897,1947
20150210,0.654,0.346,210334,1935.86
20150211,0.626,0.374,231575,1945.7
20150212,0.585,0.415,331610,1941.63
20150213,0.53,0.47,346200,1957.5
20150216,0.493,0.507,857952,1958.23
20150217,0.452,0.548,357475,1961.45
20150223,0.442,0.558,1050045,1968.39
20150224,0.333,0.667,360841,1976.12
20150225,0.319,0.681,357705,1990.47
20150226,0.261,0.739,430105,1993.08
20150227,0.187,0.813,414195,1985.8
20150302,0.183,0.817,705820,1996.81
20150303,0.181,0.819,223117,2001.38
20150304,0.183,0.817,201695,1998.29
20150305,0.165,0.835,195245,1998.38
20150306,0.457,0.543,253311,2012.94
20150309,0.342,0.658,591781,1992.82
20150310,0.365,0.635,192761,1984.77
20150311,0.382,0.618,182537,1980.83
20150312,0.363,0.637,186334,1970.59
20150313,0.478,0.522,280487,1985.79
20150316,0.339,0.661,657120,1987.33
20150317,0.37,0.63,199683,2029.91
20150318,0.362,0.638,192173,2028.45
20150319,0.358,0.642,209697,2037.89
20150320,0.199,0.801,223254,2037.24
20150323,0.141,0.859,606266,2036.59
20150324,0.178,0.822,176343,2041.37
20150325,0.185,0.815,171207,2042.81
20150326,0.502,0.498,330694,2022.56
20150327,0.503,0.497,247901,2019.8
20150330,0.526,0.474,666214,2030.04
20150331,0.55,0.45,212903,2041.03
20150402,0.379,0.621,346463,2029.07
20150403,0.328,0.672,275166,2045.42
20150406,0.325,0.675,759571,2046.43
20150407,0.316,0.684,232099,2047.03
20150408,0.321,0.679,208124,2059.26
20150409,0.29,0.71,197674,2058.87
20150410,0.504,0.496,232163,2087.76
20150413,0.442,0.558,523488,2098.92
20150414,0.464,0.536,184647,2111.72
20150415,0.477,0.523,194368,2119.96
20150416,0.461,0.539,176353,2139.9
20150417,0.403,0.597,184399,2143.5
20150420,0.369,0.631,482695,2146.71
20150421,0.402,0.598,160643,2144.79
20150422,0.409,0.591,135135,2143.89
20150423,0.4,0.6,139134,2173.41
20150424,0.04,0.96,681068,2159.8
20150427,0.041,0.959,1139079,2157.54
20150428,0.074,0.926,345786,2147.67
20150429,0.108,0.892,322149,2142.63
20150430,0.261,0.739,483737,2127.17
20150504,0.235,0.765,1078152,2132.23
20150506,0.243,0.757,1159897,2104.58
20150507,0.344,0.656,241464,2091
20150508,0.343,0.657,236504,2085.52
20150511,0.337,0.663,625003,2097.38
20150512,0.429,0.572,177618,2096.77
20150513,0.439,0.561,184682,2114.16
20150514,0.425,0.575,179973,2120.33
20150515,0.471,0.529,300834,2106.5
20150518,0.411,0.589,784502,2113.72
20150519,0.435,0.565,261866,2120.85
20150520,0.428,0.572,240416,2139.54
20150521,0.418,0.582,252788,2122.81
20150522,0.45,0.55,337241,2146.1
20150526,0.289,0.711,1016046,2143.5
20150527,0.358,0.642,243254,2107.5
20150528,0.388,0.612,351182,2110.89
20150529,0.354,0.646,277742,2114.8
20150602,0.328,0.672,229327,2078.64
20150603,0.325,0.675,200883,2063.16
20150604,0.187,0.813,235016,2072.86
20150605,0.2,0.8,253186,2068.1
20150608,0.128,0.872,536935,2065.19
20150609,0.191,0.81,180741,2064.03
20150610,0.196,0.804,163082,2051.32
20150611,0.187,0.813,174031,2056.61
20150612,0.051,0.949,384293,2052.17
20150615,0.032,0.968,821001,2042.32
20150616,0.066,0.934,238502,2028.72
20150617,0.063,0.937,216662,2034.86
20150618,0.075,0.925,230892,2041.88
20150619,0.604,0.396,407583,2046.96
20150622,0.457,0.543,942807,2055.16
20150623,0.547,0.453,343394,2081.2
20150624,0.535,0.465,313279,2085.53
20150625,0.722,0.278,472786,2085.06
20150626,0.747,0.253,427846,2090.26
20150629,0.685,0.315,1024024,2060.49
20150630,0.783,0.217,416236,2074.2
20150702,0.775,0.225,381092,2107.33
20150703,0.413,0.587,524959,2104.41
20150706,0.413,0.587,1075284,2053.93
20150707,0.499,0.501,352159,2040.29
20150708,0.518,0.482,395349,2016.21
20150709,0.548,0.452,432889,2027.81
20150710,0.548,0.452,534437,2031.17
20150713,0.401,0.599,1281612,2061.52
20150714,0.412,0.589,372266,2059.23
20150715,0.381,0.619,358163,2072.91
20150716,0.382,0.618,379322,2087.89
20150717,0.302,0.698,399928,2076.79
20150720,0.239,0.761,1025030,2073.31
20150721,0.269,0.731,341721,2083.62
20150722,0.257,0.743,343386,2064.73
20150723,0.74,0.26,709729,2065.07
20150724,0.731,0.269,641809,2045.96
20150727,0.688,0.312,1464593,2038.81
20150728,0.67,0.33,675780,2039.1
20150729,0.657,0.343,654679,2037.62
20150730,0.556,0.444,956326,2019.03
20150731,0.311,0.689,1127368,2030.16
20150902,0.876,0.124,294079,1915.22
20150903,0.865,0.135,293198,1915.53
20150904,0.485,0.515,422794,1886.04
20150907,0.473,0.527,962746,1883.22
20150908,0.52,0.48,272515,1878.68
20150909,0.538,0.462,244271,1934.2
20150910,0.53,0.47,254404,1962.11
20150911,0.551,0.449,250652,1941.37
20150914,0.493,0.507,636458,1931.46
20150915,0.568,0.432,189210,1937.56
20150916,0.562,0.438,174393,1975.45
20150917,0.669,0.331,437461,1976.49
20150918,0.638,0.362,412425,1995.95
20150921,0.582,0.418,985477,1964.68
20150922,0.642,0.358,288807,1982.06
20150923,0.642,0.358,278378,1944.64
20150924,0.618,0.382,289195,1947.1
20150925,0.596,0.404,395464,1942.85
20150930,0.663,0.337,1558715,1962.81
20151002,0.602,0.398,410577,1969.68
20151005,0.53,0.47,728494,1978.25
20151006,0.531,0.469,235003,1990.65
20151007,0.523,0.477,242806,2005.84
20151008,0.493,0.507,259640,2019.53
20151012,0.293,0.707,961979,2021.63
20151013,0.322,0.678,285268,2019.05
20151014,0.348,0.652,273512,2009.55
20151015,0.333,0.667,304934,2033.27
20151016,0.271,0.729,280909,2030.26
20151019,0.254,0.746,662161,2030.27
20151020,0.287,0.713,211113,2039.36
20151021,0.278,0.722,207309,2042.98
20151022,0.284,0.716,217965,2023
20151023,0.625,0.375,306442,2040.4
20151026,0.562,0.438,697958,2048.08
20151027,0.6,0.4,226348,2044.65
20151028,0.603,0.397,238651,2042.51
20151029,0.618,0.382,362870,2034.16
20151030,0.608,0.392,243604,2029.47
20151102,0.573,0.427,609116,2035.24
20151103,0.596,0.404,191497,2048.4
20151104,0.575,0.425,182510,2052.77
20151105,0.547,0.453,182859,2049.41
20151106,0.706,0.294,321194,2041.07
20151109,0.719,0.281,888048,2025.7
20151110,0.744,0.256,286295,1996.59
20151111,0.714,0.286,260154,1997.27
20151112,0.507,0.493,486381,1993.36
20151113,0.532,0.468,462004,1973.29
20151116,0.519,0.481,780230,1943.02
20151117,0.552,0.448,255158,1963.58
20151118,0.546,0.454,262213,1962.88
20151119,0.585,0.415,362123,1988.91
20151120,0.715,0.285,444692,1989.86
20151123,0.731,0.269,909518,2003.7
20151124,0.77,0.23,364080,2016.29
20151125,0.753,0.247,341204,2009.42
20151126,0.822,0.178,510576,2030.68
20151127,0.831,0.169,383569,2028.99
20151130,0.817,0.183,787100,1991.97
20151202,0.8,0.2,281033,2009.29
20151203,0.811,0.189,264732,1994.07
20151204,0.692,0.308,322680,1974.4
20151207,0.669,0.331,665624,1963.67
20151208,0.689,0.311,241286,1949.04
20151209,0.67,0.33,251400,1948.24
20151210,0.656,0.344,254779,1952.07
20151211,0.608,0.392,301430,1948.62
20151214,0.65,0.35,595024,1927.82
20151215,0.635,0.365,215909,1932.97
20151216,0.623,0.377,231656,1969.4
20151217,0.917,0.083,444895,1977.96
20151218,0.656,0.344,537556,1975.32
20151221,0.659,0.341,1147342,1981.19
20151222,0.721,0.279,423597,1992.56
20151223,0.719,0.281,412238,1999.22
20151224,0.662,0.338,445452,1990.65
20151228,0.563,0.437,1163678,1964.06
20151229,0.611,0.389,450520,1966.31
20151230,0.588,0.412,487380,1961.31
20160104,0.54,0.46,1063726,1918.76
20160105,0.559,0.441,408728,1930.53
20160106,0.554,0.446,371858,1925.43
20160107,0.564,0.436,330709,1904.33
20160108,0.497,0.503,438739,1917.62
20160111,0.472,0.528,853519,1894.84
20160112,0.533,0.467,279322,1890.86
20160113,0.515,0.485,279927,1916.28
20160114,0.511,0.489,266491,1900.01
20160115,0.394,0.606,398699,1878.87
20160118,0.318,0.682,773650,1878.45
20160119,0.402,0.598,259008,1889.64
20160120,0.381,0.619,245996,1845.45
20160121,0.365,0.635,242542,1840.53
20160122,0.473,0.527,288551,1879.43
20160125,0.455,0.545,580619,1893.43
20160126,0.496,0.504,210004,1871.69
20160127,0.503,0.497,214298,1897.87
20160128,0.561,0.439,317067,1906.94
20160129,0.234,0.766,371665,1912.06
20160202,0.285,0.715,204238,1906.06
20160203,0.271,0.729,189209,1890.67
20160204,0.869,0.131,629733,1916.26
20160205,0.833,0.167,587432,1917.79
20160211,0.722,0.278,1395542,1861.54
20160212,0.735,0.265,455338,1835.28
20160215,0.644,0.356,873158,1862.2
20160216,0.694,0.306,272321,1888.3
20160217,0.497,0.503,330938,1883.94
20160218,0.387,0.613,536295,1908.84
20160219,0.406,0.594,504097,1916.24
20160222,0.373,0.627,967069,1916.36
20160223,0.414,0.586,397943,1914.22
20160224,0.403,0.597,402511,1912.53
20160225,0.582,0.418,676732,1918.57
20160226,0.559,0.441,514728,1920.16
20160229,0.565,0.435,988690,1916.66
20160302,0.593,0.407,1189891,1947.42
20160303,0.625,0.375,281881,1958.17
20160304,0.482,0.518,283073,1955.63
20160307,0.411,0.589,779195,1957.87
20160308,0.473,0.527,221867,1946.12
20160309,0.46,0.54,215598,1952.95
20160310,0.458,0.542,197580,1969.33
20160311,0.465,0.535,237651,1971.41
20160314,0.372,0.628,658239,1972.27
20160315,0.431,0.569,197340,1969.97
20160316,0.454,0.546,168349,1974.9
20160317,0.42,0.58,165591,1987.99
20160318,0.378,0.622,166068,1992.12
20160321,0.28,0.72,441828,1989.76
20160322,0.35,0.65,128795,1996.81
20160323,0.335,0.666,123179,1995.12
20160324,0.297,0.703,154155,1985.97
20160325,0.12,0.88,301649,1983.81
20160328,0.105,0.895,644429,1982.54
20160329,0.196,0.804,157055,1994.91
20160330,0.203,0.797,145694,2002.14
20160331,0.216,0.784,235617,1995.85
20160404,0.147,0.853,402097,1978.97
20160405,0.213,0.787,101903,1962.74
20160406,0.249,0.751,94906,1971.32
20160407,0.205,0.795,104120,1973.89
20160408,0.318,0.682,160636,1972.05
20160411,0.36,0.64,417333,1970.37
20160412,0.498,0.502,143861,1981.32
20160414,0.531,0.469,669779,2015.93
20160415,0.657,0.343,161537,2014.71
20160418,0.587,0.413,452206,2009.1
20160419,0.651,0.349,133566,2011.36
20160420,0.647,0.353,131858,2005.83
20160421,0.655,0.345,148995,2022.1
20160422,0.676,0.324,172754,2015.49
20160425,0.594,0.406,356256,2014.55
20160426,0.635,0.365,120440,2019.63
20160427,0.637,0.363,129776,2015.4
20160428,0.065,0.935,809347,2000.93
20160429,0.068,0.932,532779,1994.15
20160502,0.05,0.95,1055648,1978.15
20160503,0.102,0.898,313831,1986.41
20160504,0.136,0.864,318035,1976.71
20160509,0.302,0.698,625259,1967.81
20160510,0.347,0.653,208007,1982.5
20160511,0.375,0.625,198741,1980.1
20160512,0.683,0.317,324590,1977.49
20160513,0.793,0.207,452547,1966.99
20160516,0.757,0.243,1029285,1967.91
20160517,0.809,0.191,412913,1968.06
20160518,0.786,0.214,307855,1956.73
20160519,0.777,0.223,303259,1946.78
20160520,0.712,0.288,328827,1947.67
20160523,0.663,0.337,895356,1955.25
20160524,0.702,0.298,254889,1937.68
20160525,0.685,0.315,262834,1960.51
20160526,0.308,0.692,542478,1957.06
20160527,0.333,0.667,341113,1969.17
20160530,0.303,0.697,885237,1967.13
20160531,0.373,0.627,255813,1983.4
