date,korea,other,whole,KOSPI
20190906,0.595,0.405,228187,2009.13
20190909,0.633,0.367,634720,2019.55
20190910,0.592,0.408,157444,2032.08
20190911,0.608,0.392,161148,2049.2
20190916,0.965,0.035,1107849,2062.22
20190917,0.947,0.053,368153,2062.33
20190918,0.95,0.05,282798,2070.73
20190919,0.807,0.193,271717,2080.35
20190920,0.662,0.338,266802,2091.52
20190923,0.691,0.31,581737,2091.7
20190924,0.679,0.321,184600,2101.04
20190925,0.735,0.265,209294,2073.39
20190926,0.727,0.273,413438,2074.52
20190927,0.731,0.269,242867,2049.93
20190930,0.81,0.19,549648,2063.05
20191002,0.766,0.234,212655,2031.91
20191004,0.463,0.537,1238969,2020.69
20191007,0.46,0.54,833153,2021.73
20191008,0.48,0.52,348619,2046.25
20191010,0.379,0.621,837515,2028.15
20191011,0.423,0.577,272905,2044.61
20191014,0.42,0.58,596646,2067.4
20191015,0.468,0.532,218997,2068.17
20191016,0.503,0.497,215981,2082.83
20191017,0.498,0.502,205439,2077.94
20191018,0.384,0.616,256854,2060.69
20191021,0.296,0.704,523278,2064.84
20191022,0.366,0.634,181995,2088.86
20191023,0.355,0.645,186306,2080.62
20191024,0.62,0.38,287707,2085.66
20191025,0.623,0.377,286036,2087.89
20191028,0.583,0.417,624609,2093.6
20191029,0.683,0.317,255547,2092.69
20191030,0.659,0.341,286572,2080.27
20191031,0.393,0.607,701237,2083.48
20191104,0.315,0.685,787627,2130.24
20191105,0.404,0.596,256754,2142.64
20191106,0.419,0.581,239737,2144.15
20191107,0.425,0.575,247345,2144.29
20191108,0.705,0.295,364233,2137.23
20191111,0.589,0.411,771783,2124.09
20191112,0.716,0.284,263105,2140.92
20191113,0.702,0.298,227478,2122.45
20191114,0.722,0.278,336607,2139.23
20191115,0.724,0.276,343455,2162.18
20191118,0.737,0.263,687632,2160.69
20191119,0.768,0.232,267827,2153.24
20191120,0.773,0.227,243251,2125.32
20191121,0.74,0.26,257533,2096.6
20191122,0.158,0.842,744472,2101.96
20191125,0.108,0.892,1753209,2123.5
20191126,0.209,0.791,472924,2121.35
20191127,0.24,0.76,451804,2127.85
20191128,0.229,0.771,852952,2118.6
20191129,0.274,0.726,454262,2087.96
20191202,0.167,0.833,1240520,2091.92
20191203,0.282,0.718,330882,2084.07
20191204,0.289,0.711,331700,2068.89
20191205,0.236,0.764,370733,2060.74
20191206,0.188,0.812,363027,2081.85
20191209,0.116,0.884,875685,2088.65
20191210,0.174,0.826,269826,2098
20191211,0.238,0.762,302332,2105.62
20191212,0.167,0.833,383340,2137.35
20191213,0.141,0.859,346764,2170.25
20191216,0.067,0.933,776327,2168.15
20191217,0.129,0.871,257496,2195.68
20191218,0.147,0.853,285265,2194.76
20191219,0.608,0.392,427214,2196.56
20191220,0.865,0.135,715179,2204.18
20191223,0.843,0.157,1407618,2203.71
20191224,0.79,0.21,519900,2190.08
20191226,0.682,0.318,2010648,2197.93
20191227,0.782,0.218,834714,2204.21
20191230,0.826,0.174,1116317,2197.67
20200102,0.725,0.275,1345335,2175.17
20200103,0.67,0.33,406464,2176.46
20200106,0.675,0.325,677940,2155.07
20200107,0.659,0.341,246762,2175.54
20200108,0.644,0.356,253131,2151.31
20200109,0.33,0.67,354908,2186.45
20200110,0.352,0.648,300311,2206.39
20200113,0.306,0.694,676956,2229.26
20200114,0.341,0.659,214081,2238.88
20200115,0.34,0.66,210459,2230.98
20200116,0.509,0.491,295403,2248.05
20200117,0.501,0.499,271526,2250.57
20200120,0.512,0.488,566770,2262.64
20200121,0.533,0.467,196043,2239.69
20200122,0.494,0.506,188893,2267.25
20200123,0.88,0.12,461984,2246.13
20200128,0.883,0.117,1228548,2176.72
20200129,0.881,0.119,378004,2185.28
20200130,0.855,0.145,460250,2148
20200131,0.82,0.18,273231,2119.01
20200203,0.84,0.16,363336,2118.88
20200204,0.809,0.191,139331,2157.9
20200205,0.785,0.215,123217,2165.63
20200206,0.668,0.332,235543,2227.94
20200207,0.705,0.295,210771,2211.95
20200210,0.767,0.233,398499,2201.07
20200211,0.732,0.268,168615,2223.12
20200212,0.722,0.278,174618,2238.38
20200213,0.653,0.347,306253,2232.96
20200214,0.647,0.353,295599,2243.59
20200217,0.7,0.3,582285,2242.17
20200218,0.66,0.34,219661,2208.88
20200219,0.646,0.354,227242,2210.34
20200220,0.576,0.424,286760,2195.5
20200221,0.589,0.411,223005,2162.84
20200224,0.586,0.414,212834,2079.04
20200225,0.558,0.442,77118,2103.61
20200226,0.566,0.434,75961,2076.77
20200227,0.305,0.695,131356,2054.89
20200228,0.289,0.711,83374,1987.01
20200302,0.274,0.726,130900,2002.51
20200303,0.253,0.747,63441,2014.15
20200304,0.242,0.758,60084,2059.33
20200305,0.239,0.761,61515,2085.26
20200306,0.187,0.813,65692,2040.22
20200309,0.197,0.803,106888,1954.77
20200310,0.168,0.832,51615,1962.93
20200311,0.179,0.821,51426,1908.27
20200312,0.124,0.876,57005,1834.33
20200313,0.138,0.862,50022,1771.44
20200316,0.144,0.856,89076,1714.86
20200317,0.179,0.821,36445,1672.44
20200318,0.173,0.827,36837,1591.2
20200319,0.16,0.84,39183,1457.64
20200320,0.149,0.851,37532,1566.15
20200323,0.141,0.859,62249,1482.46
20200324,0.129,0.871,25873,1609.97
20200325,0.122,0.878,25902,1704.76
20200326,0.116,0.884,62019,1686.24
20200327,0.106,0.894,40180,1717.73
20200330,0.118,0.882,53447,1717.12
20200331,0.141,0.859,26776,1754.64
20200402,0.075,0.925,32390,1724.86
20200403,0.09,0.91,27536,1725.44
20200406,0.087,0.913,37548,1791.88
20200407,0.087,0.913,15725,1823.6
20200408,0.101,0.899,15429,1807.14
20200409,0.084,0.916,18634,1836.21
20200410,0.09,0.91,18514,1860.7
20200413,0.053,0.947,39689,1825.76
20200414,0.067,0.934,15805,1857.08
20200416,0.175,0.825,45868,1857.07
20200417,0.191,0.809,20123,1914.53
20200420,0.171,0.829,46883,1898.36
20200421,0.181,0.819,18901,1879.38
20200422,0.138,0.862,20002,1896.15
20200423,0.128,0.872,21295,1914.73
20200424,0.15,0.85,24447,1889.01
20200427,0.137,0.863,44236,1922.77
20200428,0.249,0.751,19821,1934.09
20200429,0.269,0.731,25547,1947.56
20200504,0.221,0.779,74924,1895.37
20200506,0.186,0.814,114701,1928.76
20200507,0.217,0.783,32687,1928.61
20200508,0.202,0.798,30920,1945.82
20200511,0.163,0.837,69037,1935.4
20200512,0.191,0.809,24055,1922.17
20200513,0.201,0.799,24657,1940.42
20200514,0.204,0.796,28416,1924.96
20200515,0.109,0.891,29332,1927.28
20200518,0.096,0.904,64640,1937.11
20200519,0.152,0.848,25854,1980.61
20200520,0.12,0.88,26900,1989.64
20200521,0.088,0.912,29058,1998.31
20200522,0.073,0.927,32134,1970.13
20200525,0.051,0.949,71385,1994.6
20200526,0.066,0.934,28238,2029.78
20200527,0.066,0.934,29592,2031.2
20200528,0.121,0.879,49594,2028.54
20200529,0.161,0.839,33498,2029.6
